,ticker,name,common_name,sector
616,OLN,OLIN CORP,Olin Corp,55201000.0
617,OMC,OMNICOM GP INC,Omnicom Group Inc,40301020.0
618,ORCL.K,ORACLE CORP,Oracle Corp,10101015.0
619,ORI,OLD REPUBLIC,Old Republic International Corp,30302025.0
620,ORLY.O,O REILLY AUTO,O'Reilly Automotive Inc,40401030.0
621,OSK,OSHKOSH CORP,Oshkosh Corp,50206015.0
622,OTIS.K,OTIS WORLDWD O,Otis Worldwide Corp,50204000.0
623,OXY,OCCIDENTAL PET,Occidental Petroleum Corp,60101010.0
624,OZK.O,BANK OZK,Bank Ozk,30101010.0
625,PACW.O,PACWEST BANCOR,PacWest Bancorp,30101010.0
626,PAYC.K,PAYCOM SOFTWAR,Paycom Software Inc,10101015.0
627,PAYX.O,PAYCHEX INC,Paychex Inc,50205020.0
628,PB,PRSPRTY BNCSHR,Prosperity Bancshares Inc,30101010.0
629,PBCT.O,PEOPLE UNTD FI,People's United Financial Inc,30101010.0
630,PCAR.O,PACCAR INC,Paccar Inc,50206015.0
631,PCH.O,POTLATCHDLTC C,Potlatchdeltic Corp,35102060.0
632,PCTY.O,PAYLOCITY HOLD,Paylocity Holding Corp,50205020.0
633,PDCO.O,PATTERSON COS,Patterson Companies Inc,20102015.0
634,PDD.O,PINDUODUO INC,Pinduoduo Inc,40201070.0
635,PEAK.K,HEALTHPK PROPR,Healthpeak Properties Inc,35102010.0
636,PEB,PEBLEBROOK HOT,Pebblebrook Hotel Trust,35102015.0
637,PEG,PUBL SVC ENTER,Public Service Enterprise Group Inc,65101015.0
638,PEN,PENUMBRA INC,Penumbra Inc,20102010.0
639,PENN.O,PENN NATL GAM,Penn National Gaming Inc,40501020.0
640,PEP.O,PEPSICO INC,PepsiCo Inc,45101020.0
641,PFE,PFIZER INC,Pfizer Inc,20103015.0
642,PFG.O,PRINCIPAL FNAN,Principal Financial Group Inc,30301010.0
643,PG,PROCTER & GAMB,Procter & Gamble Co,45201020.0
644,PGNY.O,PROGYNY INC,Progyny Inc,20101020.0
645,PGR,THE PROGRESSIV,Progressive Corp,30302025.0
646,PH,PARKER-HANNIFI,Parker-Hannifin Corp,50203000.0
647,PHM,PULTEGROUP INC,Pultegroup Inc,40202010.0
648,PII,POLARIS INC,Polaris Inc,40203055.0
649,PK,PARK HOTEL RSR,Park Hotels & Resorts Inc,35102015.0
650,PKG,PACKAGING AMER,Packaging Corp of America,50203030.0
651,PKI,PERKINELMER,PerkinElmer Inc,20102010.0
652,PLD,PROLOGIS,Prologis Inc,35102020.0
653,PM,PHILIP MORRIS,Philip Morris International Inc,45103010.0
654,PNC,PNC FINL SVC,PNC Financial Services Group Inc,30101010.0
655,PNFP.O,PINNACLE FINL,Pinnacle Financial Partners Inc,30101010.0
656,PNM,PNM RESOURCES,PNM Resources Inc,65101015.0
657,PNR,PENTAIR PLC,Pentair PLC,50202030.0
658,PNW,PINNACL WEST C,Pinnacle West Capital Corp,65101015.0
659,POOL.O,POOL CORP,Pool Corp,40203050.0
660,POST.K,POST HOLDING,Post Holdings Inc,45102020.0
661,PPC.O,PILGRIMS PRIDE,Pilgrims Pride Corp,45102010.0
662,PPG,PPG IND,PPG Industries Inc,50203010.0
663,PPL,PPL CORP,PPL Corp,65101015.0
664,PRG,PROG HOLDING O,PROG Holdings Inc,40201040.0
665,PRGO.K,PERRIGO CMPN P,Perrigo Company PLC,20103015.0
666,PRI,PRIMERICA INC,Primerica Inc,30301010.0
667,PRU,PRUDENTIAL FIN,Prudential Financial Inc,30301010.0
668,PSA,PUBLIC STORG O,Public Storage,35102050.0
669,PSB,PS BUSINESS,PS Business Parks Inc,35102000.0
670,PSX,PHILLIPS 66,Phillips 66,60101020.0
671,PTC.O,PTC INC,PTC Inc,10101015.0
672,PTON.O,PELOTON INTRTV,Peloton Interactive Inc,40501030.0
673,PVH,PVH CORP,PVH Corp,40204020.0
674,PWR,QUANTA SERVICE,Quanta Services Inc,50101015.0
675,PXD,PIONEER NAT,Pioneer Natural Resources Co,60101010.0
676,PYPL.O,PAYPAL HOLDI,PayPal Holdings Inc,50205015.0
677,PZZA.O,PAPA JOHN'S,Papa John's International Inc,40501040.0
678,QCOM.O,QUALCOMM INC,Qualcomm Inc,10102010.0
679,QDEL.O,QUIDEL CORP,Quidel Corp,20102015.0
680,QLYS.O,QUALYS INC,Qualys Inc,10101010.0
681,QRVO.O,QORVO INC ORD,Qorvo Inc,10102010.0
682,R,RYDER SYSTEM I,Ryder System Inc,50206050.0
683,RAMP.K,LIVERAMP HLD I,Liveramp Holdings Inc,10101020.0
684,RBC,REGAL BELOIT C,Regal Beloit Corp,50202010.0
685,RCL,RYL CRBN GRP O,Royal Caribbean Cruises Ltd,40501015.0
686,RCM.O,R1 RCM INC,R1 RCM Inc,20101025.0
687,RE,EVEREST RE GP,Everest Re Group Ltd,30302020.0
688,REG.O,REGENCY CENTER,Regency Centers Corp,35102045.0
689,REGN.O,REGENERON PHAR,Regeneron Pharmaceuticals Inc,20103010.0
690,REXR.K,REXFORD INL RT,Rexford Industrial Realty Inc,35102020.0
691,RF,REGIONS FINANC,Regions Financial Corp,30101010.0
692,RGA,REINSURANCE GR,Reinsurance Group of America Inc,30302020.0
693,RGEN.O,REPLIGEN CORP,Repligen Corp,20102010.0
694,RGLD.O,ROYAL GOLD,Royal Gold Inc,55103025.0
695,RH,RH,RH,40401025.0
696,RHI,ROB HALF INTL,Robert Half International Inc,50205025.0
697,RJF,RAYMOND JAMES,Raymond James Financial Inc,30202015.0
698,RL,RALPH LAUREN C,Ralph Lauren Corp,40204020.0
699,RLI,RLI CORP,Rli Corp,30302025.0
700,RMD,RESMED INC,Resmed Inc,20102010.0
701,RNR,RENAISSANCERE,Renaissancere Holdings Ltd,30302020.0
702,ROK,ROCKWELL AUTOM,Rockwell Automation Inc,50202020.0
703,ROL,ROLLINS,Rollins Inc,40201070.0
704,ROP,ROPER TECHNOLO,Roper Technologies Inc,10101015.0
705,ROST.O,ROSS STORES,Ross Stores Inc,40401020.0
706,RPM,RPM INTL INC,RPM International Inc,50203010.0
707,RS,RELIANCE STEEL,Reliance Steel & Aluminum Co,55102010.0
708,RSG,REPUBLIC SVCS,Republic Services Inc,65103035.0
709,RTX,RYTHN TCHNLG O,Raytheon Technologies Corp,50201010.0
710,RUN.O,SUNRUN INC,Sunrun Inc,65101010.0
711,RYN,RAYONIER,Rayonier Inc,35102060.0
712,SABR.O,SABRE CORPORAT,Sabre Corp,40501015.0
713,SAFM.O,SANDERSON FARM,Sanderson Farms Inc,45102010.0
714,SAIC.K,SCNC APP INT C,Science Applications International Corp,10101010.0
715,SAIL.K,SAILPOINT TECH,SailPoint Technologies Holdings Inc,10101015.0
716,SAM,BOSTON BEER,Boston Beer Company Inc,45101010.0
717,SBAC.O,SBA COMMS CORP,SBA Communications Corp,35102025.0
718,SBNY.O,SIGNATURE BANK,Signature Bank,30101010.0
719,SBRA.O,SABRA HC REIT,Sabra Health Care REIT Inc,35102010.0
720,SBUX.O,STARBUCKS CORP,Starbucks Corp,40501040.0
721,SCHW.K,CHRLS SCHWB CR,Charles Schwab Corp,30202015.0
722,SCI,SERVICE CP INT,Service Corporation International,40201020.0
723,SEDG.O,SOLAREDGE TEC,Solaredge Technologies Inc,60102020.0
724,SEE,SEALED AIR CP,Sealed Air Corp,50203030.0
725,SEIC.O,SEI INVEST CO,SEI Investments Co,30202010.0
726,SF,STIFEL FINANCI,Stifel Financial Corp,30202000.0
727,SFM.O,SPRTS FRMR MKT,Sprouts Farmers Market Inc,45201010.0
728,SGEN.O,SEAGEN INC ORD,Seagen Inc,20103010.0
729,SGMS.O,SCIENTIFIC GAM,Scientific Games Corp,40501020.0
730,SHW,SHERWIN-WILLIA,Sherwin-Williams Co,50203010.0
731,SIGI.O,SEL INS GRP,Selective Insurance Group Inc,30302025.0
732,SIRI.O,SIRIUS XM HOLD,Sirius XM Holdings Inc,40301035.0
733,SIVB.O,SVB FINANCIAL,SVB Financial Group,30101010.0
734,SIX,SIX FLAGS ENTR,Six Flags Entertainment Corp,40501030.0
735,SJM,J M SMUCKER,J M Smucker Co,45102020.0
736,SKX,SKECHERS USA,Skechers USA Inc,40204025.0
737,SLAB.O,SILICON LABS,Silicon Laboratories Inc,10102010.0
738,SLB,SCHLUMBERGER L,Schlumberger NV,60101030.0
739,SLG,SL GREEN RLTY,SL Green Realty Corp,35102030.0
740,SLGN.O,SILGAN HLDG IN,Silgan Holdings Inc,50203030.0
741,SLM.O,SLM CORPORATIO,SLM Corp,30201020.0
742,SMG,SCTTS MIRACLE-,Scotts Miracle-Gro Co,55201015.0
743,SMTC.O,SEMTECH CORP,Semtech Corp,10102010.0
744,SNA,SNAP-ON INC,Snap-On Inc,50204040.0
745,SNPS.O,SYNOPSYS,Synopsys Inc,10101015.0
746,SNV,SYNOVUS FINANC,Synovus Financial Corp,30101010.0
747,SNX,SYNNEX CORP,SYNNEX Corp,10102030.0
748,SO,SOUTHERN,Southern Co,65101015.0
749,SON,SONOCO PROD,Sonoco Products Co,50203030.0
750,SPG,SIMON PROP GRP,Simon Property Group Inc,35102045.0
751,SPGI.K,S&P GLOBAL INC,S&P Global Inc,30201030.0
752,SPLK.O,SPLUNK INC,Splunk Inc,10101015.0
753,SR,SPIRE INC,Spire Inc,65102020.0
754,SRC,SPIRIT RELTY C,Spirit Realty Capital Inc,35102045.0
755,SRCL.O,STERICYCLE INC,Stericycle Inc,65103035.0
756,SRE,SEMPRA ORD,Sempra Energy,65102000.0
757,SSD,SIMPSON MANUF,Simpson Manufacturing Co Inc,50101035.0
758,STAA.O,STAAR SURG NEW,STAAR Surgical Co,20102010.0
759,STE,STERIS PLC,Steris plc,20102010.0
760,STL,STERLING BANCP,Sterling Bancorp,30101010.0
761,STLD.O,STEEL DYNAMICS,Steel Dynamics Inc,55102010.0
762,STOR.K,STORE CAP CORP,STORE Capital Corp,35102000.0
763,STRA.O,STRATEGIC EDCT,Strategic Education Inc,40201010.0
764,STT,ST STREET CP,State Street Corp,30202010.0
765,STX.O,SGT TCHG HLD O,Seagate Technology Holdings PLC,
766,STZ,CONSTELLATION ,Constellation Brands Inc,45101015.0
767,SWK,STANLY BLK&DCK,Stanley Black & Decker Inc,
768,SWKS.O,SKYWORKS SOLUT,Skyworks Solutions Inc,10102010.0
769,SWX,SOUTHWST GS HL,Southwest Gas Holdings Inc,65102020.0
770,SXT,SENSIENT TECH,Sensient Technologies Corp,55201000.0
771,SYF,SYNCHRONY FIN,Synchrony Financial,50205015.0
772,SYK,STRYKER,Stryker Corp,20102010.0
773,SYNA.O,SYNAPTICS INC,Synaptics Inc,10102010.0
774,SYNH.O,SYNEOS HEALT O,Syneos Health Inc,20103010.0
775,SYY,SYSCO CORP,Sysco Corp,45201010.0
776,T,AT&T,AT&T Inc,15102015.0
777,TAP,MLSN COORS BEV,Molson Coors Beverage Co,45101010.0
778,TCBI.O,TEXAS CAPITAL,Texas Capital Bancshares Inc,30101010.0
779,TCOM.O,TRIP.COM GRP L,Trip.com Group Ltd,40501015.0
780,TDC,TERADATA CORP,Teradata Corp,10101010.0
781,TDG,TRANSDIGM GROU,TransDigm Group Inc,50201010.0
782,TDS,TELE & DATA SY,Telephone and Data Systems Inc,15102015.0
783,TDY,TELEDYNE TECH,Teledyne Technologies Inc,50202020.0
784,TEAM.O,ATLASSIAN CORP,Atlassian Corporation PLC,10101015.0
785,TECH.O,BIOTECHNE CORP,Bio-Techne Corp,20102015.0
786,TEL,TE CONNECTIVIT,TE Connectivity Ltd,10102015.0
787,TER.O,TERADYNE INC,Teradyne Inc,10102020.0
788,TEX,TEREX CORP,Terex Corp,50204020.0
789,TFC,TRST FINANCL O,Truist Financial Corp,30101010.0
790,TFX,TELEFLEX INC,Teleflex Inc,20102015.0
791,TGNA.K,TEGNA INC,Tegna Inc,40301035.0
792,TGT,TARGET CORP,Target Corp,40401010.0
793,THC,TENET HEALTHCR,Tenet Healthcare Corp,20101010.0
794,THG,HANOVER INS GR,Hanover Insurance Group Inc,30302025.0
795,THO,THOR INDS INC,Thor Industries Inc,40203055.0
796,THS,TREEHOUSE FOOD,TreeHouse Foods Inc,45102020.0
797,TJX,TJX CO INC,TJX Companies Inc,40401020.0
798,TKR,TIMKEN CO,Timken Co,55102015.0
799,TMHC.K,TAYLOR MORN HO,Taylor Morrison Home Corp,40202010.0
800,TMO,THERMO FISHER ,Thermo Fisher Scientific Inc,20102010.0
801,TMUS.O,T MOBILE US IN,T-Mobile US Inc,15102015.0
802,TNL,TRAVL LSR CO O,Travel + Leisure Co,40501025.0
803,TOL,TOLL BROTHERS,Toll Brothers Inc,40202010.0
804,TPH,TRI PNT HOME O,Tri Pointe Homes Inc (Delaware),40202010.0
805,TPR,TAPESTRY INC O,Tapestry Inc,40204020.0
806,TPX,TEMPUR SEALY I,Tempur Sealy International Inc,40202015.0
807,TR,TOOTSIE ROLL I,Tootsie Roll Industries Inc,45102020.0
808,TREE.O,LENDINGTREE OR,LendingTree Inc,30201020.0
809,TREX.K,TREX CMPNY,Trex Company Inc,50101035.0
810,TRGP.K,TARGA RESOURCS,Targa Resources Corp,60101035.0
811,TRIP.O,TRIPADVISOR IN,Tripadvisor Inc,40501015.0
812,TRMB.O,TRIMBLE INC,Trimble Inc,50202025.0
813,TRMK.O,TRUSTMARK CP,Trustmark Corp,30101010.0
814,TRN,TRINITY INDS I,Trinity Industries Inc,50206025.0
815,TROW.O,T ROWE PRICE G,T Rowe Price Group Inc,30202010.0
816,TRV,THE TRAVELERS ,Travelers Companies Inc,30302025.0
817,TSCO.O,TRACTOR SUPPLY,Tractor Supply Co,40401030.0
818,TSLA.O,TESLA INC,Tesla Inc,40101020.0
819,TSN,TYSON FOODS,Tyson Foods Inc,45102020.0
820,TT,TRANE TCHNLG O,Trane Technologies PLC,50101025.0
821,TTC,TORO CO,Toro Co,50204010.0
822,TTEK.O,TETRA TECH INC,Tetra Tech Inc,50101015.0
823,TTWO.O,TAKE TWO,Take-Two Interactive Software Inc,40203040.0
824,TWTR.K,TWITTER INC,Twitter Inc,10101020.0
825,TXN.O,TEXAS INSTRUME,Texas Instruments Inc,10102010.0
826,TXRH.O,TEXAS ROADHOUS,Texas Roadhouse Inc,40501040.0
827,TXT,TEXTRON INC,Textron Inc,50201010.0
828,TYL,TYLER TECHNOL,Tyler Technologies Inc,10101010.0
829,UAA,UNDER ARMOUR A,Under Armour Inc,40204020.0
830,UAL.O,UNITED AIRLNS ,United Airlines Holdings Inc,40501010.0
831,UBSI.O,UTD BANKSHARS,United Bankshares Inc,30101010.0
832,UDR,UDR INC,UDR Inc,35102040.0
833,UE,URBAN EDGE PRO,Urban Edge Properties,35102045.0
834,UGI,UGI CORP HLDS,UGI Corp,65102020.0
835,UHS,UNIV HEALTH SV,Universal Health Services Inc,20101010.0
836,ULTA.O,ULTA BEAUTY IN,Ulta Beauty Inc,40401030.0
837,UMBF.O,UMB FINL CO,UMB Financial Corp,30101010.0
838,UMPQ.O,UMPQUA HLDGS C,Umpqua Holdings Corp,30101010.0
839,UNH,UNITEDHEALTH G,UnitedHealth Group Inc,20101020.0
840,UNM,UNUM GROUP,Unum Group,30301010.0
841,UNP,UNION PACIFIC ,Union Pacific Corp,50206020.0
842,UNVR.K,UNIVAR SOLUTIO,Univar Solutions Inc,55201000.0
843,UPS,UNITED PARCEL ,United Parcel Service Inc,50206040.0
844,URBN.O,URBAN OUTFITTE,Urban Outfitters Inc,40401020.0
845,URI,UNITED RENTAL,United Rentals Inc,50206050.0
846,USB,US BANCORP,US Bancorp,30101010.0
847,UTHR.O,UTD THERAPEUT,United Therapeutics Corp,20103015.0
848,V,VISA INC,Visa Inc,50205015.0
849,VAC,MARRIOTT VACTI,Marriott Vacations Worldwide Corp,40501025.0
850,VC.O,VISTEON CORP,Visteon Corp,40101025.0
851,VFC,VF CORP,VF Corp,40204020.0
852,VIAC.O,VIACOMCBS B OR,ViacomCBS Inc,40301035.0
853,VLO,VALERO ENERGY,Valero Energy Corp,60101020.0
854,VLY.O,VALLEY NTNL BN,Valley National Bancorp,30101010.0
855,VMC,VULCAN MATRLS,Vulcan Materials Co,50101035.0
856,VMI,VALMONT INDUST,Valmont Industries Inc,50203000.0
857,VNO,VORNADO REALTY,Vornado Realty Trust,35102030.0
858,VNT,VONTIER CORP O,Vontier Corp,50205010.0
859,VRSK.O,VERISK ANLYTCS,Verisk Analytics Inc,50205020.0
860,VRSN.O,VERISIGN INC,Verisign Inc,10101010.0
861,VRTX.O,VERTEX PHARM,Vertex Pharmaceuticals Inc,20103015.0
862,VSAT.O,VIASAT INC,ViaSat Inc,15101010.0
863,VSH,VISHAY INTERTC,Vishay Intertechnology Inc,10102010.0
864,VTR,VENTAS INC,Ventas Inc,35102010.0
865,VTRS.O,VIATRIS INC OR,Viatris Inc,20103015.0
866,VVV,VALVOLINE INC,Valvoline Inc,55201020.0
867,VZ,VERIZON COMMS,Verizon Communications Inc,15102015.0
868,WAB,WABTEC,Westinghouse Air Brake Technologies Corp,50206025.0
869,WAFD.O,WASH FED INC,Washington Federal Inc,30101010.0
870,WAT,WATERS CORP,Waters Corp,50202020.0
871,WBA.O,WALGREEN BOOTS,Walgreens Boots Alliance Inc,45201015.0
872,WBS,WEBSTER FINL C,Webster Financial Corp,30101010.0
873,WDAY.O,WORKDAY INC,Workday Inc,10101015.0
874,WDC.O,WESTERN DGTL C,Western Digital Corp,10102030.0
875,WEC,WEC ENERGY GRO,WEC Energy Group Inc,65102000.0
876,WELL.K,WELLTOWER INC,Welltower Inc,35102010.0
877,WEN.O,WENDY'S CO,Wendys Co,40501040.0
878,WERN.O,WERNER ENT,Werner Enterprises Inc,50206010.0
879,WEX,WEX INC,WEX Inc,50205015.0
880,WFC,WELLS FARGO & ,Wells Fargo & Co,30101010.0
881,WH,WYNDHM HTLS RS,Wyndham Hotels & Resorts Inc,40501025.0
882,WHR,WHIRL POOL COR,Whirlpool Corp,40202020.0
883,WING.O,WINGSTOP INC,Wingstop Inc,40501040.0
884,WLTW.O,WLS TWR WTSN L,Willis Towers Watson PLC,30302015.0
885,WM,WASTE MANAGEMN,Waste Management Inc,65103035.0
886,WMB,WILLIAMS COMPS,Williams Companies Inc,60101035.0
887,WMT,WALMART INC,Walmart Inc,40401010.0
888,WOR,WORTHINGTON IN,Worthington Industries Inc,55102010.0
889,WRB,W R BERKLEY CP,W R Berkley Corp,30302025.0
890,WRI,WEINGARTEN,Weingarten Realty Investors,35102045.0
891,WRK,WESTROCK COMPA,Westrock Co,50203030.0
892,WSM,WILLIAMS SONOM,Williams-Sonoma Inc,40401030.0
893,WSO,WATSCO INC,Watsco Inc,50101035.0
894,WST,WEST PHARM SVC,West Pharmaceutical Services Inc,20102015.0
895,WTFC.O,WINTRUST FINCL,Wintrust Financial Corp,30101010.0
896,WTRG.K,ESSENTIL UTL O,Essential Utilities Inc,65102030.0
897,WU,WESTERN UNION,Western Union Co,50205015.0
898,WW.O,WW INTERNTNL I,WW International Inc,40201070.0
899,WWD.O,WOODWARD INC,Woodward Inc,50204000.0
900,WWE,WLD WRSTG ENTM,World Wrestling Entertainment Inc,40301010.0
901,WY,WEYERHAEUSER C,Weyerhaeuser Co,35102060.0
902,WYNN.O,WYNN RESORTS,Wynn Resorts Ltd,40501020.0
903,X,US STEEL CORP,United States Steel Corp,55102010.0
904,XEC,CIMAREX ENERGY,Cimarex Energy Co,60101010.0
905,XEL.O,XCEL ENERGY IN,Xcel Energy Inc,65101015.0
906,XLNX.O,XILINX INC,Xilinx Inc,10102010.0
907,XOM,EXXON MOBIL,Exxon Mobil Corp,60101000.0
908,XPO,XPO LOGISTICS,XPO Logistics Inc,50206060.0
909,XRAY.O,DENTSPLY SIRON,DENTSPLY SIRONA Inc,20102015.0
910,XRX,XEROX HOLDINGS,Xerox Holdings Corp,10102035.0
911,XYL,XYLEM INC,Xylem Inc,50202030.0
912,Y,ALLEGHANY CRP,Alleghany Corp,30302025.0
913,YELP.K,YELP INC,Yelp Inc,10101020.0
914,YETI.K,YETI HOLDNGS I,Yeti Holdings Inc,40203050.0
915,YUM,YUM! BRANDS IN,Yum! Brands Inc,40501040.0
916,ZBH,ZMMR BIOMT HLD,Zimmer Biomet Holdings Inc,20102010.0
917,ZBRA.O,ZEBRA TECH,Zebra Technologies Corp,50202020.0
918,ZION.O,ZION BNCORPRT ,Zions Bancorporation NA,30101010.0
919,ZM.O,ZOOM VIDEO COM,Zoom Video Communications Inc,10101015.0
920,ZTS,ZOETIS INC,Zoetis Inc,20103015.0
